gene,log2FC,pvalue,padj
UQCRBP1,-0.6479183064708316,4.789779952823672e-20,1.0673103513338163e-17
TCEAL8,-0.13894707135604367,6.754448509216012e-20,1.4822944273861323e-17
GTF2A2,-0.1607775066666619,7.014000608620507e-20,1.5162803703770064e-17
NBEAL2,0.2595499746999774,7.959729875378105e-20,1.6954224634555364e-17
NME1,-0.09278371473126334,9.803090972486692e-20,2.0577966615289456e-17
EEF1B2,-0.2323469554647728,1.0062175643612732e-19,2.0820078860298116e-17
PTRH2,-0.12413014611755013,1.0660488041353773e-19,2.1747395604361697e-17
MRPL22,-0.25891588945239974,1.1026726783330702e-19,2.2182098712466927e-17
MRPL39,-0.08833715378409757,1.620522157544378e-19,3.215293552037366e-17
DBI,-0.39854164661341773,1.9939608698557677e-19,3.902774221485262e-17
UQCRB,-0.12339471501534227,2.8925006392851813e-19,5.585997234587543e-17
TYK2,0.22545698624390909,3.577346209649578e-19,6.817668750074275e-17
MRPS18C,-0.2968079031200759,3.6296599119116072e-19,6.827531709626977e-17
HSP90AA1,-0.3089917454829134,3.774946410258035e-19,6.921053646351567e-17
LARP7,-0.22472475249209722,3.76367224092544e-19,6.921053646351567e-17
C11orf1,-0.21535399603611616,5.022358396133397e-19,9.092979876199515e-17
RPAIN,-0.22531662529546104,6.67935843581941e-19,1.194368241782819e-16
TRAPPC4,-0.1738304344865096,6.85988855006515e-19,1.2116905580383368e-16
POMP,-0.16206572907473493,7.0234319392548375e-19,1.2256311832309285e-16
PSMC2,-0.29274020185395244,7.585616875774581e-19,1.307977081294274e-16
TXN,-0.524710289048743,7.715516166300268e-19,1.3147239547375659e-16
RPL26,-0.8106731587032572,7.85114187120727e-19,1.3222783588670475e-16
METTL5,-0.2415826184706571,8.050197576615434e-19,1.340219099996528e-16
SRP14,-0.3427155377723796,8.44840766824322e-19,1.390531098486759e-16
RPL24,-0.3863594453225563,9.32859201025296e-19,1.518149737938246e-16
LSM3,-0.5205256450061349,9.501455210178118e-19,1.5291008584913317e-16
CWC27,-0.15740620221883184,1.0075287108370636e-18,1.603631411842201e-16
TMSB10,-0.2108415529589518,1.148456756952801e-18,1.8080703986635186e-16
TMA7,-0.6043670843215629,1.1798816842430296e-18,1.8375705714597894e-16
ING3,-0.083598497809251,1.5465566343301639e-18,2.3830134352806483e-16
CDC26,-0.19399273609887757,1.5858608152622823e-18,2.4178534787640945e-16
HELZ,0.1421470456030196,1.6112914413753455e-18,2.431035962175053e-16
SARNP,-0.441527680228341,1.6466796609705907e-18,2.4588152793296945e-16
BRIX1,-0.1430782988608179,1.823156233246777e-18,2.694550498198604e-16
RPL12,-0.24309335421338218,1.9386352000786863e-18,2.8079192237939695e-16
BOLA3,-0.11495514179854638,1.9234681834469038e-18,2.8079192237939695e-16
SLIRP,-0.456768880020741,2.1914415092702877e-18,3.142657308937708e-16
ERH,-0.3158556614552026,2.217234991255487e-18,3.1484736875827915e-16
RPL21,-0.5922267101397107,2.7858598318431494e-18,3.9175139615938034e-16
MRPS21,-0.18143431011644395,3.522947136776483e-18,4.869558691570208e-16
AK2,-0.07256731906966163,3.530127469033912e-18,4.869558691570208e-16
ANKRD13D,0.06464875583209473,3.65378725715215e-18,4.992590059678466e-16
MRPL17,-0.16778060054512878,3.742278457958085e-18,5.065715998604197e-16
TMEM258,-0.20692499008716148,3.8080655853866076e-18,5.107039068401817e-16
MRPL35,-0.10393402062498325,4.082676508664942e-18,5.425090509312203e-16
MYL6,-0.38418639234140706,4.15351185547151e-18,5.469042337695395e-16
TIMM23,-0.1107986670971206,4.8928933111708956e-18,6.384564569279212e-16
PFDN5,-0.5234593718360703,5.524832689866211e-18,7.144792560716268e-16
NDUFB3,-0.5628000095045929,5.85291352337187e-18,7.502088448895414e-16
C7orf43,0.18255426477716252,6.284085851032463e-18,7.984096444417034e-16
H2AFZ,-0.27637299205116683,7.452583622137494e-18,9.386367059394736e-16
RPL17,-0.6930095889928456,8.033335354143929e-18,1.003058873012247e-15
LPP,0.13239397636385064,9.006446161074631e-18,1.1149518478376492e-15
RPS12,-0.20671992243961057,9.256967714967985e-18,1.1362535625728501e-15
SNRPG,-0.5923691361588705,9.437214259487446e-18,1.1486437927261861e-15
TCEAL4,-0.08054764226631939,1.0345739258036883e-17,1.2487307284450518e-15
POLR3GL,-0.26535822036293233,1.1186563424218418e-17,1.3286091853369651e-15
CD3D,-0.29744658795205225,1.119099148102111e-17,1.3286091853369651e-15
MTIF3,-0.1959799203911805,1.1282853269118382e-17,1.3286247703244768e-15
BEX2,-0.20005081487980192,1.2544993504449687e-17,1.4653361767616877e-15
MDH1,-0.30787462331459814,1.3164644943987587e-17,1.5254137389497297e-15
METAP2,-0.2805008680458254,1.3674062477067056e-17,1.5718660390304702e-15
SF3B6,-0.2713475986677256,1.4101081102439066e-17,1.6081894384860425e-15
PPIG,-0.18113159342336882,1.4805961632292007e-17,1.6753870959540424e-15
NDUFS4,-0.3885028426726542,1.5447669055972704e-17,1.734449911679912e-15
HSPB11,-0.2401823225743671,1.6754587178957747e-17,1.866718774615569e-15
ZSWIM8,0.1820982343278068,1.69121551148985e-17,1.8698904937724417e-15
FABP5,-0.04274590331199679,2.423143828498385e-17,2.658849637270501e-15
BUD31,-0.15021665739377,2.4551827333981622e-17,2.673749376732254e-15
ENSA,-0.11178763944652559,2.733724791029499e-17,2.95487088606502e-15
SEC11A,-0.2915807270458295,2.955914908633996e-17,3.1713682619744293e-15
PSMB1,-0.29228774570826666,3.0049354267774533e-17,3.2002562295179878e-15
COPS5,-0.28356355770690556,3.600258713483275e-17,3.806288117232975e-15
ADAM8,0.22456951571322392,3.673034688050499e-17,3.855089450849524e-15
PSMA4,-0.40641013904248346,3.715517652952254e-17,3.8716228550619026e-15
CKS1B,-0.1202842260372341,4.173284632653266e-17,4.317561044239279e-15
ATP5L,-0.21696910304475026,5.269788140101986e-17,5.4133057745558275e-15
PLRG1,-0.18730216817783063,5.596215358283814e-17,5.668222604851942e-15
STX8,-0.17250302444273835,5.560321505931161e-17,5.668222604851942e-15
ATP5J2,-0.19704124085788166,7.499649125548222e-17,7.543397078780586e-15
CETN3,-0.1300494598773625,7.657326227787503e-17,7.648876764363738e-15
DPM1,-0.34073546088481343,7.867814751412725e-17,7.805303346538486e-15
VPS9D1,0.19656940927765554,8.324909590102552e-17,8.147161520476038e-15
RIOK2,-0.1754542118215605,8.301290284652215e-17,8.147161520476038e-15
ITGAM,0.2551459764797386,9.269003256360587e-17,9.010217662089042e-15
SNRPD2,-0.33829937680977196,9.822632627176352e-17,9.484734064801485e-15
CMTM2,-0.4286431881205903,1.0944259316504637e-16,1.0497791519222064e-14
NOP10,-0.27239352484795454,1.2017621077323234e-16,1.145152787394406e-14
DCTN6,-0.08895668008300905,1.320523386521652e-16,1.2498592250041896e-14
DPY30,-0.1849635374912344,1.3289030699436979e-16,1.2498592250041896e-14
KLF6,0.18256276416465766,1.6768279591886167e-16,1.5669145910250273e-14
RPL35A,-0.33889103828216705,1.7383912362019973e-16,1.614029401612162e-14
RPS17,-0.6068998037381181,1.842134705358338e-16,1.6994572657586094e-14
TMEM60,-0.15813290606930508,1.8814190293426402e-16,1.7247134949999242e-14
ZNF622,-0.12755273610296847,1.9366375261195893e-16,1.7641671653029013e-14
MRPS22,-0.24213698169006914,2.1612612861547807e-16,1.956481779291615e-14
TMEM126A,-0.24901960928962907,2.198218456451704e-16,1.9775773989594088e-14
COX6A1,-0.18819686217792686,2.3036842841682314e-16,2.059664393326708e-14
RPS20,-0.357105956302437,2.3415820099262316e-16,2.0807039160596033e-14
MAGOH,-0.19382987253839712,2.530183339661237e-16,2.2345838714422778e-14
RSL1D1,-0.2003140019677847,2.847586375808696e-16,2.499663094982615e-14
NIFK,-0.20013809626866852,2.960486472878023e-16,2.5831136188653785e-14
NDUFAF2,-0.15265126358417103,3.552892442550188e-16,3.081442762748319e-14
FXR1,-0.1122916641559506,3.588510815102848e-16,3.0938089670208124e-14
LINC01451,0.11784494316732896,3.8856107469744507e-16,3.33012935261408e-14
NDUFB2,-0.37598916318107456,3.9653688035796585e-16,3.3784942206498695e-14
UPF3B,-0.10509934612660832,4.006151828116226e-16,3.393280881779849e-14
PRIM1,-0.08731657012644245,4.58660442074067e-16,3.862347583139992e-14
RPS27,-0.5823097839175571,4.997927842607457e-16,4.184392304758752e-14
ANAPC13,-0.24080244452032495,5.249788199743671e-16,4.369996108338352e-14
RPL23,-0.5829500230487534,5.604417457026315e-16,4.638536139861094e-14
LINC00493,-0.16136631824110026,6.016471263744816e-16,4.951282374095449e-14
LLPH,-0.12194036233226324,6.519310539196563e-16,5.334784963261187e-14
PBDC1,-0.1769813940728575,6.707670267934255e-16,5.456956586707697e-14
MRPL21,-0.16241814992929537,6.743960432343813e-16,5.456956586707697e-14
MPHOSPH10,-0.09255574465879324,7.928560008650662e-16,6.379847953627566e-14
MBD6,0.2492400579114893,8.980650191958395e-16,7.186504827642287e-14
SNX2,-0.23364411738140944,9.5019805797645e-16,7.561905863588407e-14
COPS4,-0.18323846368874452,1.048622915843662e-15,8.299592520808524e-14
COX16,-0.25503405484573793,1.1142921813418086e-15,8.771417366605846e-14
ZCCHC17,-0.1540979343422979,1.2140359274342574e-15,9.504916958355559e-14
MTIF2,-0.12043105174266433,1.2661704766080294e-15,9.859792033973494e-14
TXNDC17,-0.3321635580384754,1.4211321871277285e-15,1.1007314758480224e-13
RPL26L1,-0.18841107421325098,1.5123395729219494e-15,1.165145019904336e-13
POFUT2,0.07780329817153842,1.6299651679044577e-15,1.249122512800432e-13
MRPL50,-0.18258172946670825,1.674513321028207e-15,1.2765079443038185e-13
SLU7,-0.24639660892222803,1.6955885162371925e-15,1.28580649576856e-13
EMG1,-0.17634532992869545,1.849233632570875e-15,1.3950156215706538e-13
C10orf54,0.21093454248968158,1.97442756304995e-15,1.4817413898039107e-13
SCFD1,-0.11463254688277846,2.0821880229466877e-15,1.5545572847608158e-13
RARS,-0.151320534026258,2.2432948207304747e-15,1.666250368382574e-13
TCTEX1D2,-0.08110544813802356,2.2751357721854994e-15,1.6812789043027945e-13
LYPLAL1,-0.11930975588978043,2.349118354812453e-15,1.7271385914265773e-13
COX7B,-0.32897245895849103,2.481855144090834e-15,1.8155146417682645e-13
FRG1,-0.19190117406265195,2.540960725306284e-15,1.849410811323428e-13
GNL3,-0.16402550186484088,2.5720353753159604e-15,1.8626680188038186e-13
PWP1,-0.1330538115243023,2.6981532209620467e-15,1.9442811568365314e-13
MITD1,-0.17073335830761316,2.7404550052578578e-15,1.9649876384235057e-13
UBE2V2,-0.15881890749265803,2.9094011470885508e-15,2.0758505524350035e-13
SS18L2,-0.3307860016858051,3.6603115833158595e-15,2.5923761833101697e-13
UQCRQ,-0.46139865261792323,3.669132267181612e-15,2.5923761833101697e-13
RPL7,-0.3786838011748106,3.890245751201103e-15,2.735258226232853e-13
NDUFB6,-0.17061015369987942,3.920992505356501e-15,2.7435582341827806e-13
AKAP17A,0.15533570019941223,4.3068127235464754e-15,2.999032475377267e-13
PPHLN1,-0.06608765721955212,4.489623000247929e-15,3.1113731835211e-13
ABCA2,0.052082526545844665,4.954222967294975e-15,3.416998355157163e-13
RPL4,-0.30836931114179933,5.045688981166011e-15,3.4635904835643843e-13
FAM160A2,0.13497383370654514,5.441332365661691e-15,3.717559338879431e-13
CCDC34,-0.06704191165653128,5.8991390203955215e-15,4.011414533868955e-13
RPL31,-0.7035112420594771,6.0040356276182495e-15,4.047666755829254e-13
RPL41,-0.25794899478652944,6.062135470393781e-15,4.047666755829254e-13
RPL32,-0.07121863617630098,6.064234230978653e-15,4.047666755829254e-13
SLX1A,0.10497675419716668,6.0408670588505614e-15,4.047666755829254e-13
ZC3H15,-0.1855008279382444,6.548518206239463e-15,4.3508595274849717e-13
NXF1,0.14031860252143247,7.186820993322105e-15,4.731541603058062e-13
CNPY2,-0.12297109425710318,7.154361111588656e-15,4.731541603058062e-13
ZNHIT3,-0.20943293808051866,7.40718000669311e-15,4.854551819771177e-13
GLRX3,-0.09115815725818077,7.589572757549923e-15,4.95168341533122e-13
KMT2E,0.0645536992095952,8.009644868406218e-15,5.202318218564828e-13
OCIAD2,-0.14399229171894934,9.723352486395848e-15,6.287189170221315e-13
MRPL36,-0.16997213967175018,1.2374504568252006e-14,7.965881074069424e-13
SYF2,-0.17018845126635362,1.451119554764353e-14,9.300006916463227e-13
PSMA2,-0.14399958987748018,1.4729283480661063e-14,9.398191274620916e-13
RPL5,-0.3431932672073046,1.6154897688913123e-14,1.0262611321325336e-12
GMFG,-0.36276806218146973,1.7350272571106298e-14,1.0973857987768717e-12
EBNA1BP2,-0.13233975731919756,1.850384342425022e-14,1.1652594267688705e-12
NACA,-0.20699236429565104,1.9249868127910945e-14,1.2069917314487539e-12
RBM34,-0.14828446983861987,1.9625023293878844e-14,1.2252105059850912e-12
DPH5,-0.11145026934329927,2.0610023569923124e-14,1.2811827527329035e-12
ACAT1,-0.20483086175514575,2.0956619764817087e-14,1.2971610285197037e-12
NUP37,-0.14670881071782738,2.1255361634646655e-14,1.3100538634732859e-12
WDR61,-0.15667072882777155,2.3451204911062813e-14,1.4392680166603128e-12
ANKS1A,0.11945946999370971,2.3757173087577904e-14,1.4518940717319763e-12
RPL30,-0.3399687409739123,2.499048657665935e-14,1.520849611665269e-12
PDCD10,-0.11356850864107049,2.614271469933477e-14,1.584314141025794e-12
C14orf166,-0.2139649156800303,2.637550586729107e-14,1.591761779091016e-12
RPL39,-0.5633514935194928,2.7095588814916768e-14,1.6217045801456798e-12
PPA1,-0.2811779630303324,2.7071702320657955e-14,1.6217045801456798e-12
RWDD1,-0.3019973190492262,2.7410363278250752e-14,1.6337930112024028e-12
CCDC90B,-0.10587714552147709,2.752370257634313e-14,1.6338250332612863e-12
VDAC3,-0.169452386453262,2.7966949372506522e-14,1.6529329144188334e-12
CALML4,-0.05952675674764851,2.8073839888638015e-14,1.6529329144188334e-12
CWF19L2,-0.14819709949772175,3.4336487367844935e-14,2.0134804981209154e-12
COMMD1,-0.12812593488581392,3.530438351754631e-14,2.061889882532826e-12
ESD,-0.09475267184559755,3.784666188300822e-14,2.201490163507996e-12
PSMD14,-0.12475288808588214,3.923981839676345e-14,2.273398118634887e-12
MRPS28,-0.11620390904342326,3.9419302088758985e-14,2.274697894237391e-12
CMSS1,-0.06110312205330537,3.97915093026714e-14,2.2870643680154467e-12
NUCB2,-0.15490775522828226,4.105684693850826e-14,2.3504639172227416e-12
DNAJC9,-0.13060077498211253,4.195797297497007e-14,2.392595592793175e-12
ABHD16A,0.11334077592966096,4.261997777630694e-14,2.420814737694234e-12
NEDD8,-0.09698295049389216,4.354473874414523e-14,2.463679671758592e-12
RGL2,0.13604623860397602,4.561443077925048e-14,2.5707370249286536e-12
PUM3,-0.13211554007465853,4.7327357032124285e-14,2.6569358110592567e-12
C14orf159,0.16989356252778087,4.8605708253503794e-14,2.7181663256515407e-12
HPF1,-0.08963689450744194,5.4508668070846954e-14,3.0365521089928738e-12
DPH3,-0.10451606822896586,5.824090829652607e-14,3.232035692593424e-12
NPEPL1,0.1684841946666893,6.475405664237681e-14,3.579762429038877e-12
COX7C,-0.6199343115959994,7.484410029991599e-14,4.1218325047299745e-12
RAD51C,-0.05832191905470818,7.77993968241795e-14,4.26835781667203e-12
THYN1,-0.06865190470444471,7.90076213279182e-14,4.318288254013461e-12
ILF2,-0.14328666745819518,8.022768890444617e-14,4.368488143203001e-12
NAE1,-0.09197776686236114,9.043926073304956e-14,4.906075851900711e-12
DDX1,-0.17809744545786543,9.177860694085185e-14,4.960154264669023e-12
APBB3,0.12303972190896495,1.1200461176817296e-13,6.030761326580733e-12
GNS,0.18582800570487912,1.1665655000523491e-13,6.257975815836379e-12
BRICD5,0.08359667664185277,1.2124713044523556e-13,6.480234086231704e-12
RPF1,-0.12456106135324951,1.224272301047566e-13,6.519250003078289e-12
KLRB1,-0.5144875377450813,1.320152205165278e-13,7.004060270920838e-12
DNAJC7,-0.13067741962256552,1.3634915262118754e-13,7.207595352428031e-12
MRFAP1L1,-0.14145273931967228,1.392927029347927e-13,7.336420033845593e-12
ZCCHC7,-0.17631341805778256,1.4798757749712102e-13,7.766130697348915e-12
COX14,-0.0972816721647467,1.59117706293619e-13,8.320075299482952e-12
MICAL1,0.1764324219810991,1.6993738434414356e-13,8.853859981440918e-12
ITGAX,0.16167957738914573,1.7329998738774953e-13,8.99669181836618e-12
LPAR2,0.22527410969629358,1.7527890883596964e-13,9.066927555643515e-12
NDUFA8,-0.1412608153989261,1.7960772513786585e-13,9.25778751208843e-12
ACADM,-0.16302243630187174,1.8242714018845006e-13,9.336659711977069e-12
TAF12,-0.12485565926083808,1.8200241490493454e-13,9.336659711977069e-12
ATP6V1G1,-0.3739231123562501,2.0812674914513783e-13,1.0614464206402029e-11
TCEB1,-0.1015348047513207,2.317480938659426e-13,1.1777682075629169e-11
FGD3,0.18777049491763798,2.35558809040842e-13,1.1929488776739705e-11
EIF3M,-0.12827360581169245,2.4932124034261526e-13,1.2582469843632192e-11
ATP5H,-0.16234993445819157,2.7035619172673066e-13,1.3596663475590162e-11
OSCAR,0.21043052485402391,2.7305162347991417e-13,1.368470489440511e-11
TRIP4,-0.12236105662583174,3.019672744911292e-13,1.508170346113626e-11
NDUFAF4,-0.05095950984657538,3.170769086265719e-13,1.576498150096204e-11
CASP1,-0.22876065222403952,3.178248134687183e-13,1.576498150096204e-11
PDCL3,-0.08796314294194651,3.24322726471036e-13,1.6032390342001655e-11
SPAG7,-0.12328191542070588,3.3233331117781066e-13,1.6372502309861936e-11
SEC61G,-0.1490003778024498,3.4670568172284325e-13,1.702266133584292e-11
COX7A2,-0.40179207778168546,3.6562486268538417e-13,1.7890913888969947e-11
CNBP,-0.17734140311114466,3.6876835730114483e-13,1.798397605100937e-11
CEBPZ,-0.2455498202504378,3.7409365441233165e-13,1.8182458021839635e-11
THOC7,-0.18263074414941016,3.816079267662237e-13,1.848564953606015e-11
EXOSC7,-0.1059899596688405,3.8373400115242426e-13,1.8526677575639044e-11
ATP6AP1,0.17389007921361355,4.1177541401199146e-13,1.9814468759301278e-11
BCCIP,-0.059420080816433796,4.223747864767974e-13,2.0257206646787862e-11
SMC3,-0.08377236657358633,4.398106916012456e-13,2.1023821970800135e-11
LMF2,0.12931250452944276,4.67355070589831e-13,2.2267009350076025e-11
S100A8,-0.5570656693557723,4.807423606842091e-13,2.282974541688552e-11
PTPRE,0.09470626711939367,5.26971907516224e-13,2.4943336955767936e-11
GPN1,-0.15051281331911603,5.433596314651315e-13,2.5635247238244186e-11
APIP,-0.09778933452881144,5.483758517032575e-13,2.5787908558668774e-11
PRPF18,-0.07789935661877312,5.571323624583166e-13,2.611490335872575e-11
LSM1,-0.26720873249888655,5.653544516344047e-13,2.6414818959589412e-11
PSMC6,-0.1619992226977116,5.676046694264157e-13,2.6434681774830242e-11
SAR1B,-0.07797801954170236,6.194800830783995e-13,2.8695581923594504e-11
UBE2E1,-0.1506010089037595,6.201130310746395e-13,2.8695581923594504e-11
CHMP5,-0.26561816138718797,6.671185108105254e-13,3.077243474706895e-11
INTS12,-0.08038636169724445,6.810137111713446e-13,3.131365902414525e-11
CFDP1,-0.11211537013220774,7.284223646252623e-13,3.3387561801368036e-11
CUTC,-0.14614522941727692,7.335288428345386e-13,3.351555760131059e-11
FHOD1,0.113556175678581,7.380829798067925e-13,3.355028069018446e-11
CLC,-0.546873001840904,7.389215368799256e-13,3.355028069018446e-11
RPS27L,-0.3636670472466621,7.577745689953266e-13,3.429877142915097e-11
PPP1R14B,0.11441060692687266,7.957401960845191e-13,3.5904987539215496e-11
GEMIN6,-0.10935252991029465,8.317439816278032e-13,3.741298083818976e-11
ANXA1,-0.49138074467043324,8.376989785972775e-13,3.756418577709897e-11
HK3,0.20472627260394383,8.784026595597125e-13,3.9267852225502707e-11
ELF4,0.15645572283238351,9.092887612435677e-13,4.052350282415949e-11
RAB24,0.11760829805705875,9.66841968910862e-13,4.295625483958566e-11
OBFC1,-0.0711761395729793,1.0553128821046895e-12,4.674358343854533e-11
KIAA0556,0.11674510907742164,1.094313424458214e-12,4.832327938979504e-11
MED7,-0.09325162773504125,1.1750455212250861e-12,5.173057546937431e-11
COX6C,-0.3054515553715973,1.198491482985556e-12,5.244395963614136e-11
SLC26A6,0.0429776258925747,1.1964161039673487e-12,5.244395963614136e-11
MRPL48,-0.09760833328976304,1.236981204159305e-12,5.396516795494992e-11
TATDN1,-0.06036942578456994,1.2655256750083908e-12,5.504466629676136e-11
ACADVL,0.09395630614960027,1.2933516169034734e-12,5.608654137493985e-11
SMIM19,-0.1276682709710979,1.300017546129798e-12,5.620732578550446e-11
COMMD3,-0.2633830787928346,1.3782361778214523e-12,5.941182380823189e-11
LTV1,-0.10937170519223915,1.425387019380854e-12,6.126203438787029e-11
MRPL32,-0.1681020433833451,1.4418689060056422e-12,6.178706874137788e-11
MIOS,-0.09331876447917331,1.5497886915956653e-12,6.62157504692378e-11
NDUFA4,-0.4684855590502668,1.596752231627513e-12,6.802164506733205e-11
MYBPC3,0.14255884004865838,1.6827886001944712e-12,7.147656916485841e-11
MRPL3,-0.14173391487730935,1.880369649434842e-12,7.963530410062646e-11
DDX50,-0.12835791584585987,1.89756857242127e-12,8.012939709314774e-11
ZNF816,-0.15013380677344035,1.907036890953327e-12,8.029512304816275e-11
CISD1,-0.1726818174596989,1.9681211756057694e-12,8.262686118108396e-11
SELK,-0.16172738917143192,1.99455141036449e-12,8.34944584616164e-11
RBX1,-0.32338261540188995,2.174686272648561e-12,9.077278378398201e-11
RPS4X,-0.2513339747465686,2.2107239859117163e-12,9.201185693087729e-11
NUP88,-0.15648504137101238,2.2208561576872456e-12,9.216871228636695e-11
PSD4,0.15839132648046927,2.33033460692895e-12,9.618035788063273e-11
SEC11C,-0.20498413060461118,2.3307998906449937e-12,9.618035788063273e-11
TAX1BP1,-0.30149793045779383,2.375001564176927e-12,9.772591663505286e-11
RPAP3,-0.10708834667376088,2.4135321075319005e-12,9.903002562462335e-11
MAN2A2,0.12894688919300812,2.453942571557356e-12,1.0040368419897385e-10
RPL35,-0.3345291242254813,2.5209664403872346e-12,1.0285543076779917e-10
RHBDF2,0.12214824043051031,2.567776057437801e-12,1.0447097869643008e-10
HDDC2,-0.20003779709277758,2.5981093463553737e-12,1.0540900776641802e-10
SNORD33,-0.09324840445579952,2.777254409139006e-12,1.1236243816192558e-10
FES,0.18949624950898603,2.9638363049833216e-12,1.195771728172101e-10
LATS2,0.0746048401710615,3.0768776709261193e-12,1.2379304496026086e-10
VAMP8,-0.25261031637792186,3.094350102883634e-12,1.2415115482040596e-10
PCM1,-0.11813071331957481,3.170974016703508e-12,1.2687399905506524e-10
SUB1,-0.19763437418989493,3.3828426644188632e-12,1.3497821804805183e-10
