gene,log2FC,pvalue,padj
IL18BP,-0.20969325196389121,0.001058019335902411,0.3152050722833052
AL590867.2,-0.48165645436073135,0.0012753561511640518,0.3152050722833052
CCZ1B,0.15796150099845363,0.0009621420131394027,0.3152050722833052
PLAC9,0.4563324956133057,0.0007888924667881324,0.3152050722833052
GPS2,-0.18596616398290422,0.001574739339047772,0.3152050722833052
AC099560.2,-0.4350923173961565,0.0007053870383264872,0.3152050722833052
SPECC1,0.2924583977021822,0.0012523667618236868,0.3152050722833052
AC046176.1,0.23344977466037076,0.0016156171107714727,0.3152050722833052
TRAV1-1,-0.657267281618656,0.00014665248692773714,0.3152050722833052
RPS23,-0.33747069302864574,0.0012785461264262414,0.3152050722833052
AJ003147.3,0.38915223967997736,0.0013063679903788574,0.3152050722833052
AC010680.3,0.6698329687752325,0.0010447871687514288,0.3152050722833052
RPL12P4,-0.3746991792252743,0.000504474017898335,0.3152050722833052
AP002414.4,-0.35199553263516137,0.0007714664481702293,0.3152050722833052
CCDC136,-0.2942481689678358,0.001618025163533786,0.3152050722833052
RPL24P4,-0.5497846569402505,0.0007104840757252181,0.3152050722833052
PTMAP5,-0.3546317088975428,0.00027162307031064026,0.3152050722833052
HNRNPA3P5,-0.4842596323749033,0.0003361509812324173,0.3152050722833052
YIPF4,0.30644135466683586,0.0005015734349265934,0.3152050722833052
AC099336.2,-0.5212588314581126,0.0014551462328285145,0.3152050722833052
SMIM14,0.2212669281437769,0.00047743823699869173,0.3152050722833052
GK-IT1,0.6422448781260681,0.0011687073787162603,0.3152050722833052
CXorf21,0.5405508209261667,0.0010712424154465476,0.3152050722833052
FGFR1OP2,0.2482635048815549,0.001600802273631225,0.3152050722833052
BX679664.3,-0.388690448341265,0.0005738180688921263,0.3152050722833052
NPM1P39,-0.2799532140084837,0.00021197850937868337,0.3152050722833052
ANOS2P,1.0500746934168335,0.0014802679641894357,0.3152050722833052
APOA1,-0.7367754631250474,0.0005684115099431657,0.3152050722833052
GMCL1,0.21604345319105356,0.0016032727317646697,0.3152050722833052
TRMT1L,0.3144377243867513,0.0006187652707083271,0.3152050722833052
AL049776.1,0.43165272657796017,0.0007194914218288612,0.3152050722833052
AC005062.1,-0.9594924396094111,0.0001297659110986202,0.3152050722833052
ETFDH,0.1824280522107662,0.0015000858676157342,0.3152050722833052
RPL7P23,-0.5064418846958993,0.0011401071626792384,0.3152050722833052
MAPK14,0.47879012792917663,0.0012924853180999376,0.3152050722833052
AC009245.1,-0.3569177206375578,0.0011428169460950116,0.3152050722833052
AC010343.1,-0.4267682165632154,0.0003188769668426176,0.3152050722833052
YWHAZP2,-0.36753057982949944,0.0008178747604918169,0.3152050722833052
AC068631.3,-0.6786640930987211,0.0007825820989499448,0.3152050722833052
NOS3,-0.3065950053530164,0.0013254988821358577,0.3152050722833052
SMIM10L1,-0.5797847173852988,0.0015374141353836415,0.3152050722833052
RPL37AP1,-0.7062480352782927,0.0012871451372557644,0.3152050722833052
SNORD12B,0.8100024781944777,0.00018219624141938096,0.3152050722833052
TMEM60,0.3532689878462554,0.0010024351590098715,0.3152050722833052
TXNDC9,0.22591516836293124,0.0011840745686092643,0.3152050722833052
NCF4-AS1,0.7067413305745798,0.00020985506110666566,0.3152050722833052
AC010542.5,0.3890757305139356,0.00045299386057080066,0.3152050722833052
AC008429.1,0.5552227152664067,0.001414216442582919,0.3152050722833052
MFSD14C,0.1721012684620078,0.0007775704558486169,0.3152050722833052
RPS10P3,-0.6961128706226232,0.00017254116918057817,0.3152050722833052
SERBP1P1,-0.22520125192352491,0.0013537122236464104,0.3152050722833052
HIF1A-AS3,0.5543090511514079,0.0015217142471028982,0.3152050722833052
HMBOX1,-0.1598014296677377,0.001386915624577236,0.3152050722833052
DCAF12,0.28429232606185906,0.00137056956810843,0.3152050722833052
RPS6P25,-0.4872488442833376,0.0008878064340861562,0.3152050722833052
CFLAR-AS1,0.5330306835481924,0.0015297408917967824,0.3152050722833052
SLC35F2,-0.2978535428264584,0.0003363251329118038,0.3152050722833052
SNURF,-0.5304113419806322,0.00010786320990039778,0.3152050722833052
RPL12P8,-0.4914249690756103,0.0009521771850450088,0.3152050722833052
AL078604.2,0.5738096882625041,0.001668932802706093,0.3216999735068839
PRKY,1.8009982060960956,0.0019492352174737297,0.3220235515929066
AL034379.1,-0.6084254667079794,0.0018212600440404496,0.3220235515929066
CORO2B,-0.7939773981856226,0.0017881376100471504,0.3220235515929066
AL138785.1,-0.7582820430307047,0.0019080933263734164,0.3220235515929066
RIPK1,0.15410281899921152,0.0018903356088308572,0.3220235515929066
ZDHHC13,0.20241931446502637,0.0018953744658621588,0.3220235515929066
TOE1,-0.29392996078053546,0.0018415301566534104,0.3220235515929066
UEVLD,0.27688334453611585,0.0018600415783306783,0.3220235515929066
SERHL,-0.46764995687514865,0.0017443775317774678,0.3220235515929066
MFSD9,0.2925859517164584,0.0018085210620506266,0.3220235515929066
NAA10,-0.21257273472662064,0.001762829748632684,0.3220235515929066
AL450405.1,-0.3671425498755809,0.0017519207486637097,0.3220235515929066
AC127070.4,0.5276036449504242,0.0019425212811898878,0.3220235515929066
TPM3P6,-0.351335852853099,0.0017580222662618031,0.3220235515929066
AC021087.5,0.4524053623886424,0.00195197762269619,0.3220235515929066
AC020656.1,0.7140718065749692,0.0017648261927069961,0.3220235515929066
PPP2R2A,0.17875319214914143,0.0019786591885840783,0.3235107773334968
RPS12P20,0.5064909735233649,0.0020001648719989496,0.32413291270836075
C11orf54,0.36086702240666924,0.0020197914953902518,0.32444229704900257
AC002511.2,0.6662182200126572,0.002244950132847912,0.3249844868408108
MTFP1,-0.3844913639649281,0.0022030250768897545,0.3249844868408108
SHOC1,0.7047085718828874,0.0022924889370971604,0.3249844868408108
FAM221A,-0.2936388438381252,0.002183065031440828,0.3249844868408108
BHLHE40,-0.21158965217945358,0.002098475215869183,0.3249844868408108
YBX1P1,-0.29417478239603234,0.002276984871782408,0.3249844868408108
RPL35P5,-0.44373937601536184,0.0022714589656122686,0.3249844868408108
SSBL3P1,-0.3142320939049865,0.0021242183137258844,0.3249844868408108
SULT1A1,0.46593658305249797,0.0022780556798598826,0.3249844868408108
CALCRL,0.50387241933434,0.0021377442007539742,0.3249844868408108
TUBBP2,-0.18265109836338933,0.002262822399026624,0.3249844868408108
GBA,0.2773074028964171,0.0021227789901562336,0.3249844868408108
BCAS4,-0.3183520897655878,0.0022890794030667946,0.3249844868408108
KIAA0319L,0.22330151675072685,0.002232016969847386,0.3249844868408108
RPL15P3,-0.31099615212327336,0.002307120100988718,0.3249844868408108
HIGD1A,0.3004416629179687,0.0021603716189159184,0.3249844868408108
TRBV7-6,-0.7830800778080191,0.002333910810150038,0.3262486622554771
ZNF117,0.5640225156302225,0.0023597231446464604,0.32690144983615044
RPL26P36,-0.5961225219154009,0.0023742842304613375,0.32690144983615044
BAP1,-0.13978426313972747,0.0024066213693318622,0.3288809739940676
HEMK1,-0.39784681988062687,0.00269037127474885,0.329176972871991
PEX13,0.15760698259079664,0.003175113694910607,0.329176972871991
TTTY10,1.0215865173255156,0.003241223346491649,0.329176972871991
AL355377.3,0.5694556511164808,0.0038722824219151976,0.329176972871991
TREX2,-0.38890861490536377,0.003383013280649346,0.329176972871991
LINC00278,1.3842569522979404,0.0032810041989346744,0.329176972871991
USP32P2,-0.989098598971732,0.0033321362900519164,0.329176972871991
CD8B2,-0.3831894946017922,0.003606804314232086,0.329176972871991
NAGK,0.2899097630184784,0.0030911096960905197,0.329176972871991
SIGLEC17P,-0.3674046708238894,0.003899277905078709,0.329176972871991
ST20,0.37538094195719207,0.002776158555999497,0.329176972871991
HCG11,0.2484272940884562,0.0030559030797635747,0.329176972871991
SPTLC2,0.18850251110124638,0.0034694971222659307,0.329176972871991
ATP6V1B2,0.36826689741878127,0.0026118475530508708,0.329176972871991
TAF3,-0.1517177184403451,0.00381333756689683,0.329176972871991
ZXDA,-0.2555525347318195,0.0028219275230618067,0.329176972871991
MOSPD2,0.4784264391699793,0.003191481591191188,0.329176972871991
LINC01145,0.16072180627943133,0.0037031511002642383,0.329176972871991
KDM5D,2.6357683616250074,0.003753973717128883,0.329176972871991
AC018362.1,0.3016162698175284,0.0036954993581289034,0.329176972871991
LINC02471,0.8045251261064505,0.002570791266738505,0.329176972871991
ACTR5,-0.1907865167448355,0.0027490224714013713,0.329176972871991
U47924.2,-0.32054482672533435,0.003551379333920547,0.329176972871991
EIF1AY,2.4986820427991607,0.0024874757438883934,0.329176972871991
PPIE,-0.23894518143126753,0.0037214791337115216,0.329176972871991
BRF1,-0.2351786306992203,0.002856494197681264,0.329176972871991
PTMAP12,-0.4318077987290003,0.003434463051510208,0.329176972871991
AC018607.1,0.5293352969090268,0.0037485409890745604,0.329176972871991
AL441992.2,1.1464021592813847,0.0033811835901698035,0.329176972871991
RN7SL473P,0.6963459131868031,0.0030875492573492684,0.329176972871991
AC010422.3,-0.8910475514862544,0.0038794204491817003,0.329176972871991
MPZL3,0.39446149968936695,0.0031606479740216584,0.329176972871991
GALNT7,0.22872889378888583,0.003055729975941106,0.329176972871991
NGFR,-0.43933630170622884,0.003289264727188593,0.329176972871991
SLC12A5-AS1,0.7196243501703692,0.0027663876495455262,0.329176972871991
LINC01023,-0.5047375613087919,0.0039004247115375173,0.329176972871991
ODF2,-0.164306746058708,0.0035974367885367744,0.329176972871991
AC004453.1,-0.2807321286051483,0.0029276099111205634,0.329176972871991
AC112191.2,-0.4051108690304286,0.003620423729966361,0.329176972871991
MED7,0.18438427145464242,0.0027658083627713176,0.329176972871991
MMUT,0.18537420987798736,0.0030493207489243443,0.329176972871991
RPL5P34,-0.39730732396266966,0.0034722165071229354,0.329176972871991
RAB33B,0.32257241423902094,0.00271418401699255,0.329176972871991
DDX27,-0.13923791406431008,0.0036492671497209478,0.329176972871991
RPL6,-0.20485475448343138,0.002780552240200313,0.329176972871991
SLC22A5,-0.17447198178849277,0.00287510593384796,0.329176972871991
REEP6,-0.3582054750866597,0.002457498612303567,0.329176972871991
IGLC6,-0.7190836475948763,0.0025810329978416145,0.329176972871991
EIF3CL,-0.19505600993358563,0.0038644189588826756,0.329176972871991
DDX3Y,2.979102844933451,0.0034971840638170926,0.329176972871991
RABL2A,-0.23876632334516668,0.0025734448362938547,0.329176972871991
HMG20B,-0.24215128330101443,0.0025575980269504296,0.329176972871991
CDR2,-0.2469720523622465,0.003724639223889129,0.329176972871991
ANKRD22,0.6652470550434595,0.003760684385900323,0.329176972871991
RPL7AP6,-0.28525525583972744,0.0031181482497840965,0.329176972871991
AC244213.1,0.9363461317859991,0.003148581716392428,0.329176972871991
RAB11FIP5,-0.31868607331205645,0.003364192315994468,0.329176972871991
ARPC4-TTLL3,0.2255754533462424,0.0031725842913439845,0.329176972871991
AC234781.1,0.3915200195193149,0.0033705697273009676,0.329176972871991
NAB1,0.21090348185415664,0.0039007974614035626,0.329176972871991
JOSD1,-0.24132588837465718,0.0035996069713579164,0.329176972871991
RPS23P8,-0.33158990440067626,0.003257341118863759,0.329176972871991
LINC01814,0.46706596243912957,0.0034646625692585746,0.329176972871991
WSB1,0.2436737417457504,0.0029793207148770214,0.329176972871991
AC138035.3,0.7309834575262246,0.0035805993169836757,0.329176972871991
SRRT,-0.15149897336543816,0.002692426743249733,0.329176972871991
HARS2,0.1213756217999098,0.0029806635472180653,0.329176972871991
LINC01359,0.5286676214305688,0.0028820789157026783,0.329176972871991
UTY,2.3970596313593826,0.00374166313197522,0.329176972871991
LIN7B,-0.286752414247732,0.002723702293239517,0.329176972871991
DIABLO,-0.16825336730154739,0.0038912400085275313,0.329176972871991
AC010335.2,0.6346307403056506,0.0030453413420124214,0.329176972871991
ZNF200,0.38548514545519463,0.0026187614589842966,0.329176972871991
NAT1,0.3036316049130665,0.0037375263702006606,0.329176972871991
IGLC7,-0.7899263009638928,0.0035608606998158644,0.329176972871991
ZFY,1.6353508137027037,0.003850088701222016,0.329176972871991
KYAT1,-0.6266325258891365,0.0032834690171744544,0.329176972871991
NHLH1,0.5331233710483119,0.0031055790540650326,0.329176972871991
AC089985.1,0.6608525674390955,0.0037788468027816213,0.329176972871991
ZNF668,-0.2541957308977496,0.0036083287166149987,0.329176972871991
RBM5,0.1665793809967031,0.002488091435088476,0.329176972871991
ZRSR2,-0.2218299558168546,0.003516608415337242,0.329176972871991
RPUSD2,-0.2763217724084903,0.0038466862417521133,0.329176972871991
MRC2,-0.42231143312495245,0.003960445022786507,0.33016681110616725
CLTCL1,0.4255301518313983,0.004398858510789459,0.33016681110616725
SPPL2A,0.1685120185573865,0.004488966042775196,0.33016681110616725
AC100830.2,0.6387105452029807,0.004144963961346587,0.33016681110616725
TBCAP1,-0.30152809120908053,0.00457337510027873,0.33016681110616725
ABHD12B,0.7438062843274786,0.00442221753161787,0.33016681110616725
ATP6V0A2,0.13340498753369978,0.004442543725419296,0.33016681110616725
MDM2,0.2686127696107601,0.004346078714822619,0.33016681110616725
FAR1,0.21530707471977095,0.004328590776654672,0.33016681110616725
ARPC4,-0.2590704109704589,0.004616679707218553,0.33016681110616725
CLCF1,-0.24351741006379335,0.004639500957469665,0.33016681110616725
C2orf68,0.12313531925184407,0.0046824363547980806,0.33016681110616725
LRIF1,0.24834082250271106,0.004338175889923062,0.33016681110616725
MGAT2,0.19196628033541785,0.004005163183136003,0.33016681110616725
PPIAP22,-0.3163374437487416,0.004382056071736293,0.33016681110616725
LSMEM1,0.5333067985569615,0.0046935281420151815,0.33016681110616725
CD3D,-0.3378825130449954,0.004002683826556525,0.33016681110616725
FRMD4A,0.293554553970905,0.004741910841028942,0.33016681110616725
AC099343.2,0.4300876240581073,0.004517404242332626,0.33016681110616725
TMEM45B,0.5132880202244516,0.00427911996502419,0.33016681110616725
CHCHD3,-0.16438710783133192,0.0045449433538907805,0.33016681110616725
MTHFD2L,-0.25980403829833776,0.004337901505507838,0.33016681110616725
AL133260.1,-0.44341765148775103,0.004550992095742172,0.33016681110616725
PLXDC1,-0.38088790582658216,0.004676989390246079,0.33016681110616725
SPOCD1,-0.5532590697270923,0.0045078233318442355,0.33016681110616725
HDGF,-0.16442317830480313,0.003954105495787729,0.33016681110616725
CFDP1,-0.19297331137580187,0.004424161293114529,0.33016681110616725
AC010889.1,1.5694804699618323,0.004618745092477205,0.33016681110616725
DNAJC19P9,-0.28824498391961084,0.004627084534574765,0.33016681110616725
AL589880.1,-0.37092264226832006,0.0041961137286384564,0.33016681110616725
MTFMT,0.24180861064038872,0.0041704964278384314,0.33016681110616725
TRNT1,0.25734684853766865,0.004045572676798242,0.33016681110616725
RCBTB2,0.3030915629604465,0.004507088274270675,0.33016681110616725
NEURL3,-0.5354329597863661,0.004670341971137077,0.33016681110616725
UPF3AP1,-0.28462873345602535,0.004714232880212145,0.33016681110616725
PLBD1-AS1,0.6583422740746272,0.00409289955554015,0.33016681110616725
AC022973.3,0.46466837777541814,0.004255885948411119,0.33016681110616725
PTTG2,0.4439995516708741,0.004686965566533817,0.33016681110616725
EIF4BP3,-0.2442450742953861,0.004172652288899696,0.33016681110616725
AIDAP1,-0.3684685970226531,0.004052305633301138,0.33016681110616725
KRCC1,0.19994916849248767,0.004483212732533706,0.33016681110616725
AC020895.2,0.722541861008188,0.004096300390176202,0.33016681110616725
RN7SL600P,0.7289059478905351,0.004730294156421394,0.33016681110616725
RPS4Y1,3.0139763569238487,0.003990846312737639,0.33016681110616725
LINC01270,0.6769040062544711,0.00417064586749757,0.33016681110616725
TINCR,-0.4155508941386965,0.004466672175473415,0.33016681110616725
AC114271.1,0.29923404640150864,0.00479285918574611,0.331904974485215
AC064805.2,0.37905263272077594,0.004803124630765726,0.331904974485215
LINC00324,0.2354978585464309,0.004829720449580036,0.3324881235816151
NPEPPS,0.23582534345665174,0.004902185436191485,0.33427484765506627
CARD8-AS1,0.36665074782001206,0.0049652008826003725,0.33427484765506627
AC021106.1,0.5351319705512254,0.0049495016291264005,0.33427484765506627
RAMP1,-0.6519278981852512,0.004959862893537319,0.33427484765506627
MSH3,0.201828943370427,0.00491458007883791,0.33427484765506627
AC103563.2,-0.41421608000757626,0.004932544333459734,0.33427484765506627
BRCA1,0.30598170524075474,0.00508551776792065,0.3358695427242737
F2RL1,0.8341682388048417,0.005086605941500491,0.3358695427242737
AL442125.1,0.446964673269596,0.005088418487988,0.3358695427242737
AC012615.1,-0.27313113374924036,0.005029857830349729,0.3358695427242737
USP9Y,2.2653283700197346,0.005055615704958789,0.3358695427242737
BEX4,-0.3115537437624223,0.005098936919907607,0.3358695427242737
TMSB4Y,1.4087137729149548,0.006113196044828348,0.336045653259973
AC022364.1,-0.374551840879751,0.00658532047872402,0.336045653259973
AC090527.2,0.4693314067387835,0.006408638517738374,0.336045653259973
SNRPEP4,-0.3269266886286486,0.006366002558776026,0.336045653259973
AC060234.2,0.35878002688154753,0.006121565452941992,0.336045653259973
MIR223HG,0.785204234348301,0.005769887256047576,0.336045653259973
ATXN3,0.2720715427637712,0.006483110186880339,0.336045653259973
CA6,-0.5603263321473273,0.005966830913336717,0.336045653259973
TPTEP2,0.2850921887887612,0.005980878493867658,0.336045653259973
RPS27AP5,-0.4348968093724146,0.00679703278593646,0.336045653259973
HMGN1P38,-0.25288140029252215,0.005414060906563305,0.336045653259973
RBM38-AS1,-0.397640222871658,0.006753458030160507,0.336045653259973
Z97192.1,0.604150927746125,0.005531213658894646,0.336045653259973
AC010132.4,0.511366192798171,0.00596038036835209,0.336045653259973
TIPIN,0.26756764890273566,0.006249345095255923,0.336045653259973
AC008750.7,-0.5704571299209755,0.005685609093050563,0.336045653259973
CSNK1E,-0.20428294472798747,0.006207452249872525,0.336045653259973
AC024592.3,-0.3153841381263227,0.005356599608585668,0.336045653259973
C1orf226,0.6655594218473064,0.006953949279963665,0.336045653259973
TPTE2P5,-0.3793742314226205,0.006890969468223369,0.336045653259973
ZMIZ2,-0.18904517095580253,0.005252640044816227,0.336045653259973
BX890604.1,-0.2508986704518197,0.0061405467144077025,0.336045653259973
PTMAP4,-0.2842046867256638,0.006435991624898649,0.336045653259973
FABP5,-0.25743546321208477,0.005389222283466975,0.336045653259973
EPHX4,-0.4701207372252907,0.0051728644290912765,0.336045653259973
CFLAR,0.39556622317440393,0.005414863417753676,0.336045653259973
LZTS3,-0.3302537529565024,0.005305373489708658,0.336045653259973
BCORP1,1.5787800964429461,0.006796834848239526,0.336045653259973
ZNF880,-0.31305551794283115,0.005915762913640406,0.336045653259973
GMEB1,0.1462659058898188,0.006820521939242416,0.336045653259973
RPS29P5,-0.5126176499089294,0.005453554653444454,0.336045653259973
LINC00862,0.5310221076327495,0.005354607513467948,0.336045653259973
DIAPH1,-0.1780591961880642,0.006633296362705502,0.336045653259973
SCN9A,0.5481309474125222,0.005180856402235537,0.336045653259973
RPL36,-0.37027260963480657,0.0062230340670611966,0.336045653259973
ALG3,-0.1485685822863605,0.006596928507961791,0.336045653259973
AC002091.1,0.3826127895007758,0.006827919815203648,0.336045653259973
BRD9,-0.1252502544036691,0.006577918979414289,0.336045653259973
TNFAIP8L2,0.4066742480885672,0.005912188160176124,0.336045653259973
AP005018.2,-0.1863168036025078,0.006321481730311969,0.336045653259973
UPF3AP2,-0.3773057642552793,0.006860558014312069,0.336045653259973
OLR1,0.8521388619757193,0.006444847625836554,0.336045653259973
PKNOX1,0.2032124140719116,0.005852447415313891,0.336045653259973
RPL37,-0.3860709709928827,0.006955073317252609,0.336045653259973
RHOF,-0.16116473736788528,0.006645312140520057,0.336045653259973
AC104623.1,0.406208985574263,0.0056825327236917356,0.336045653259973
MANSC1,0.5627117210666528,0.006201170312497898,0.336045653259973
SDC4,-0.3327342475024935,0.0069439721430738345,0.336045653259973
ARPC3P1,0.3327455372683108,0.005873118598750131,0.336045653259973
YIPF5,0.2803185116688116,0.005231654321393444,0.336045653259973
MIA-RAB4B,0.9529044217986629,0.005541674746044015,0.336045653259973
AC011337.1,0.3268245131108758,0.0060268811313855634,0.336045653259973
IGLV6-57,-0.511222143220218,0.006577164362401935,0.336045653259973
RNF145,0.19024530263329886,0.005812896590281972,0.336045653259973
EMD,-0.23980612347476438,0.005872748745512505,0.336045653259973
MAP7D2,-0.8368439776301106,0.006541356484341378,0.336045653259973
AL080243.2,-0.3318912439862274,0.006585186300319484,0.336045653259973
TNFRSF10D,0.2424962448643635,0.006383020589127009,0.336045653259973
MPZL2,0.5135521398322638,0.006170456213956912,0.336045653259973
COPB1,0.16301905657560312,0.00588692684259248,0.336045653259973
LINC01291,-1.0659861111450057,0.0069163747194858766,0.336045653259973
TTTY14,1.0665443603927247,0.006630387110924484,0.336045653259973
AC107959.2,0.7357367005031406,0.005747093119726034,0.336045653259973
NDUFA10,-0.14606816313331272,0.005669711547455133,0.336045653259973
ANO10,0.265645038956869,0.0061381236691600595,0.336045653259973
AC012321.1,-1.7072659262207344,0.006471469705637928,0.336045653259973
TXLNGY,2.3847471922211247,0.005486632411511457,0.336045653259973
DECR1,0.14948724046405815,0.006040194505731988,0.336045653259973
GBP6,0.7379223459386028,0.0054134288415509015,0.336045653259973
COX15,0.1183226297717237,0.006548920438461319,0.336045653259973
AP3S2,0.16915414608242507,0.005625612629944639,0.336045653259973
SEC23B,0.14522181658198008,0.00529221601306511,0.336045653259973
AC078817.1,-1.095688912853677,0.006628168413317235,0.336045653259973
UBE2SP2,-0.46529680027320186,0.005401285905083338,0.336045653259973
PLA2G15,-0.3531136689946228,0.006862842185044174,0.336045653259973
DNAJB1,-0.20002792526333302,0.006789227506744813,0.336045653259973
ACTR2,0.3517095639009309,0.0069144087265290855,0.336045653259973
TCEAL3,-0.40557431604289373,0.005600942324586698,0.336045653259973
ABT1,-0.15303518287837647,0.006856485752943136,0.336045653259973
AL096870.12,-0.44157301161237106,0.006821880606853225,0.336045653259973
KRBOX4,0.16360533438732094,0.005916349869917739,0.336045653259973
AL451123.1,0.4740931965836168,0.0057630844680631255,0.336045653259973
LINC02561,-0.5461419329011155,0.006780570316178854,0.336045653259973
TMLHE-AS1,0.4499855767208536,0.0060776210403231164,0.336045653259973
PDCD4,0.1499069471928589,0.006422266970952307,0.336045653259973
LINC00189,0.8071098248192659,0.005276610095503517,0.336045653259973
CICP27,0.5528757518901575,0.006129136663423151,0.336045653259973
ORC4,0.15168451387373771,0.006007454581928256,0.336045653259973
RMI1,0.4068779232915194,0.006162290927806683,0.336045653259973
CD5,-0.23275319530557148,0.005546393538486448,0.336045653259973
SLC35E3,0.24571193094553845,0.0063164941135072546,0.336045653259973
AGAP10P,0.3082509057592784,0.0062954876767520465,0.336045653259973
RUNDC1,0.19983392445445158,0.005910604269645246,0.336045653259973
IGKV3D-15,-0.535304076473972,0.005416688449397368,0.336045653259973
H3C6,0.6733234780750621,0.006823272876871623,0.336045653259973
JKAMP,0.18972885531531958,0.005606081953068368,0.336045653259973
AGGF1,0.17954898878226366,0.006782646848553428,0.336045653259973
PC,-0.2391999216612266,0.0053151625779854356,0.336045653259973
AL139042.1,-1.1420635852377385,0.0053365463777618255,0.336045653259973
AL021707.7,0.4607515930907473,0.006420366815711721,0.336045653259973
AC120114.3,0.34694498212662594,0.005837402862794236,0.336045653259973
RPL26,-0.2086543411114281,0.007192015980218255,0.3366994474298468
RP9,-0.2272761047059637,0.007898073956357235,0.3366994474298468
RPL6P27,-0.389066082844888,0.007608981561630805,0.3366994474298468
N4BP1,0.2478177448239105,0.007144640151609634,0.3366994474298468
LINC02680,0.5632769636542831,0.007867252978306392,0.3366994474298468
GAPT,0.5248721753743446,0.007813408717482746,0.3366994474298468
SCAF11,0.16515683296018935,0.00776721881827523,0.3366994474298468
FAM131A,0.26521561046106257,0.007720857963981263,0.3366994474298468
NMNAT1,0.2704927059903284,0.00736506469008668,0.3366994474298468
PTMAP2,-0.23999283259401505,0.00781834723890914,0.3366994474298468
ST13P5,-0.25467209827813253,0.007259351815550458,0.3366994474298468
TOMM7,-0.37932078239445843,0.007441672015937222,0.3366994474298468
CNTROB,-0.16485716871630451,0.00705021988597051,0.3366994474298468
AC000120.1,0.458539849542976,0.00798344466299855,0.3366994474298468
TOP1MT,-0.199017322986208,0.007983989277839975,0.3366994474298468
KYAT3,0.17791316426798964,0.0071328257043718115,0.3366994474298468
CA5BP1,-0.2248556618318398,0.007951632740446756,0.3366994474298468
MARS1,0.1094613808861844,0.0069997836622407335,0.3366994474298468
AC114744.1,0.4646028363030865,0.007879809147926846,0.3366994474298468
AC103724.4,-0.42699300317327227,0.007618092612518628,0.3366994474298468
MTARC1,0.569093535888781,0.007571412057501234,0.3366994474298468
RPL13AP25,-0.4040685673123825,0.007925267866602888,0.3366994474298468
TBK1,0.17871047308313237,0.007820560352620272,0.3366994474298468
AL031727.1,-0.45560287230343555,0.0071646929739767745,0.3366994474298468
NT5DC4,0.653167002879794,0.007998266690256845,0.3366994474298468
BBIP1,0.20782944541437587,0.0076578261889654765,0.3366994474298468
ZNF501,0.397427324801674,0.007678840275802333,0.3366994474298468
SYNRG,0.16598751487859786,0.00792032368807617,0.3366994474298468
TSPAN13,-0.3810785286725178,0.007018309507463068,0.3366994474298468
HMGB1P5,-0.10317942047469764,0.0073921286258386495,0.3366994474298468
MAT2B,0.18354243111360802,0.007412418224563777,0.3366994474298468
LINC02207,0.5822821371002274,0.007254806753643863,0.3366994474298468
